user_id,tweet_id,tweet_text,class,label
user0318,0a4c548a54e6,"['nota', 'cambio', 'desprecia', 'poder', 'ver', 'comida', 'favorito', 'hateprincessán']",anorexia,0
user0319,a0b86b1b0e19,"['fibra', 'adelgazar', 'funcionar', 'car él', 'diaz', 'tv', 'adelgazar', 'bajardepeso', 'quemargrasar', 'remedioscasero', 'remediosnatural', 'gym', 'ejercicio']",control,0
user0320,19bfa20fb893,"['rutín', 'ejercicio', 'glúteo', 'ejercicio']",control,0
user0321,a6f6840491eb,"['stay', 'hungry', 'stay', 'foolish', 'conformista', 'ver', 'importar', 'piensen', 'auténtico', 'único', 'aventúrate', 'proán', 'thinspo']",anorexia,0
user0322,d744ea0b0276,"['camino', 'hacia', 'perfección', 'si', 'doler', 'funcionar']",anorexia,0
user0323,fbbb4d1b9491,"['totalmente', 'miércolessinazúcar', 'estilodevidasinazúcar']",control,0
user0324,8303077dde68,"['creei', '3', 'caloria', 'día', 'poder', 'vivir', 'creer', '3', 'caloria', '300', 'caloria', 'fastfood']",control,0
user0325,8d1efd5df5eb,"['si', 'interesar', 'sólo', 'hablar', 'princesa', 'princip', 'verdad', 'proanorexia', 'proed', 'rexybill']",anorexia,0
user0326,c51ff3f0732d,"['menu', 'semana', '26', 'noviembre', '2', 'diciembre', '2018', 'dietamediterráneo', 'comidadetemporado', 'comidadeproximidad', 'másmercadoymenossupermercado']",control,0
user0327,1178b7bfbb3f,"['ir', 'bien', 'comido', 'entender', 'poder', 'enfrentar yo', 'él', 'cada', 'vez', 'menos', 'fuerza', 'moramller']",anorexia,0
user0328,63f6f7fa3d94,"['disfrutar', 'comida', 'pensar', 'caloría', 'proponer', 'sabroso', 'menú', 'cuid', 'todo', 'semana', 'conóceno', 'dar', 'paso', 'hacia', 'vidasaludable', 'eatfine', 'dietar', 'nutrición']",control,0
user0329,04d017656309,"['necesitar', 'amiga', 'piense', 'igual', 'poder', 'hablar', 'ana', 'mia', 'juzge']",anorexia,0
user0330,c70c549fc5a3,"['comencé', 'ser', 'aún', 'irregular', 'periodo', 'intentar', 'comer', 'bien', 'ahora', 'volver', 'ser', 'vaca']",anorexia,0
user0331,f26152607011,"['parte', 'poner', 'riesgo', 'salud', 'poder', 'recaer', 'enfermedad', 'casi', 'mortal', 'mortal', 'caso', '12']",anorexia,0
user0332,0a14be49e150,"['ser', 'difícil', 'aquí', 'dj', 'music', 'musico', 'trap', 'miami', 'argentina', 'reggaeton', 'venezuela', 'latinos', 'colombia', 'newmusic', 'europa', 'rd', 'radio', 'mexico']",control,0
user0333,df76b6f05b0c,"['barquita', 'calabacín', 'pimiento', 'melvir', 'calabacín', 'pimiento', 'asado', 'chorrito', 'aovir', 'sal', 'ajo', 'abrimos', 'lata', 'melvir', 'aceite', 'listo', 'cocinacasera', 'verduras', 'healtyfood', 'eating', 'tastyfood', 'comidasán', 'med']",control,0
user0334,4bc94ca89c3a,"['máquina', 'remo', 'músculo', 'trabajar']",control,0
user0335,f07729e5ecff,"['ser', 'princesar', 'muñeca', 'porcelán', 'fácil', 'si', 'serar', 'buen', 'camino', 'ir', 'riesgar']",anorexia,0
user0336,7a761c7b8913,"['estario', 'necesitar', 'cuerpo', 'asi', 'thispo']",anorexia,0
user0337,7f4d81f6d6ae,"['música', 'deporte', 'combinación', 'perfecto', 'cuál', 'canción', 'animar', 'terminar', 'rutina', 'extenso', 'ejercicio', 'detrásdeléxito', 'nutricionsaludable', 'batido', 'sentirsebien', 'fit', 'life', 'tiempolibre', 'estilodevido', 'herbalifenutrition', 'girl']",control,0
user0338,dde8a1ad273b,"['diferente', 'mejor', 'normal']",anorexia,0
user0339,93ecaa9ae366,"['dar', 'asco', 'sociedad', 'saludable', 'mal', 'visto', 'mujer', 'normal', 'siempre', 'mentir', 'peso']",anorexia,0
user0340,cde6ce00111e,"['ahora', 'contar', 'apariencia', 'físico', 'q', 'inteligencia', 'vigilar', 'conducta', 'hijo', 'bulimio', 'anorexia', 'arroyomolinos']",anorexia,1
user0341,0e7a8308435c,"['tan', 'solo', 'llev', 'vido', 'q', 'valer', 'rejodido', 'dejar', 'paz', 'realmente', 'querer', 'vivir', 'hueso']",anorexia,0
user0342,3f68b8e9f8b3,"['prometiste', 'cielo', 'dejaste', 'infierno', 'prometiste', 'delgadez', 'contastar', 'consecuencia', 'él']",anorexia,0
user0343,f70aeb0cce7a,"['así', 'satisfecho', 'thinspo', 'anorexia', 'suicidegirls', 'suicidio']",anorexia,1
user0344,432cbbe728b4,"['levanta', 'saber', 'hoy', 'tén', 'gym', 'menos', 'uno', '5', 'hora', 'bueno', 'anorexia', 'bulimio']",anorexia,1
user0345,3ffa139b06a8,"['feliz', 'día', 'superpadre', 'díadelpadre']",control,0
user0346,28fc1a550e07,"['fingir', 'perfecto', 'mientras', 'doler', 'anorexia']",anorexia,1
user0347,cc9644b58576,"['sentarte', 'pierna', 'suficientemente', 'gorda', 'aumentar', 'x3', 'bulimic', 'bulimia', 'bulimianervós', 'anorexia', 'anorexic', 'tca']",anorexia,1
user0348,4ff88b66c8fc,"['avez', 'dolor', 'necesario']",anorexia,0
user0349,881d44a90377,"['necesitar', 'convivir', 'gente', 'compartar', 'mismo', 'idea', 'gente', 'pasar', 'tragar', 'comida', 'tanto', 'antojable', 'c']",anorexia,0
user0350,941d937fa322,"['mover él', 'día', 'promover', 'hábito', 'saludable', 'si', 'interesar', 'poder', 'echar', 'ojo', 'pegatinasrealfooder', 'digitalizar', 'poder', 'aplicar', 'colegio', 'casar', 'animar', 'niño', 'comer', '1', 'punto', 'día', 'conseguido']",control,0
user0351,2bad3f7990d7,"['mira', 'espejo', 'sient', 'dolor', 'mirada', 'reflejar', 'fuerza', 'esfuerzo', 'derrota', 'romper', 'limit', 'superar', 'miedo', 'llegar', 'alto', 'smartfit', 'guy', 'tatto', 'gym', 'rt', 'reto60díasgym']",control,0
user0352,59af14c5ad28,"['wok', 'verdura', 'pollo', 'repetid', 'conmigo', 'f', 'c', 'i', 'l', 'r', 'p', 'i', 'd', 'r', 'i', 'c', 'complejo', 'indicar', 'mejor', 'sencillo', 'indicar', 'peor', 'sevillahoy', 'dietistanutricionista', 'salud', 'saludybienestar', 'saludable', 'wok', 'salud', 'saludable', 'fitnesslife', 'healthy']",control,0
user0353,778bf3084e55,"['bajado', '8', 'kg', 'seguir', 'servir yo', 'bulimia', 'bulimic', 'bulimicgirl', 'anorexio', 'anorexic', 'anorexiaeetclub', 'tca', 'ed']",anorexia,0
user0354,3793da8a1e92,"['dais', 'asco', 'puro', 'duro', 'enaltecéis', 'movimiento', 'valer', 'cosa', 'favor']",anorexia,0
user0355,6319fe4f53ed,"['hoy', 'levantado', 'boca', 'seco', 'primero', 'noche', 'horas', 'fin', 'estar', 'salvar']",anorexia,0
user0356,bbc24cc68542,"['mañana', 'ayuno', 'parcial', '19', 'ir', 'seguir', 'hacer', 'ayuno', 'parcial', 'poder', 'lograr', 'ayuno', 'completo', 'án', 'mia', 'anorexia', 'bulimia', 'proán', 'promia', 'ed', 'tca']",anorexia,1
user0357,3b25732ba504,"['odio', 'saber', 'hacer', 'depression', 'anorexia', 'bulimiar', 'selfinjury', 'howtobeperfect', 'howtobeaprincess']",anorexia,1
user0358,9db26fc6a018,"['entrir', 'ahí', 'subo', 'diariamente', 'tip', 'tb', 'bajar', 'casi', '2k', '5', 'día', 'dietar', 'caloria', 'thinspo']",anorexia,0
user0359,c948998caf6e,"['69', '6867', 'peso', 'actual', '66', 'peso', 'ideal', '55', 'ana', 'wan', 'na', 'wannabe', 'mio']",anorexia,0
user0360,3219725fb528,"['princesar', 'reír', 'quema', 'caloría']",anorexia,0
user0361,7215dc07fae3,"['thinspir', 'trabajar', 'quier']",anorexia,0
user0362,fbcf970a1970,"['pesar', '55anorexia', 'hoy', 'ir', 'ir', 'pesar', 'esperar', 'haber', 'bajar', 'pdmi', 'alturar', '160']",anorexia,0
user0363,02694e31c8af,"['chiclar', 'agua', 'cigarro', 'comer él', 'uña', 'menos', 'comida', 'malditaobsesion', 'maldito', 'adicción']",anorexia,0
user0364,7.89E+13,"['si', 'ir', 'morir yo', 'menos', 'esperar', 'morir', 'delgado']",anorexia,0
user0365,219e0a1b0e60,"['vida', 'transcurrir', 'contar', 'caloria', 'diar']",anorexia,0
user0366,a531f3b3d9d1,"['dado', 'circunstancia', 'inicio', 'ayuno', 'agua', 'mismo', 'tarde', 'donteat', 'ayuno', 'princesa', 'porgordo', 'quieroiralaplaya']",anorexia,0
user0367,b22b24df3598,"['fin', 'semana', 'ser', 'sedentario', 'dietar', 'saludable', 'poner', 'fácil', 'ayudar', 'conseguir', 'rutina', 'sano', 'solicitar', 'prueba', 'entrenamiento', 'gratuito', 'centro', 'sano', 'ciudad', 'aquí', 'salud']",control,0
user0368,e23dd6bf2dc2,"['lagrima', 'ojo', 'silencio', 'vomito', 'pena', 'vomito', 'tristeza', 'principio']",anorexia,0
user0369,5d30140bfc79,"['hoy', 'traemos', 'mano', 'car él', 'lenteja', 'estofada', 'verdura', 'pintacar', 'dar', 'calorcito', 'solo', 'ver', 'plato', 'nutricion', 'ing', 'foodporn', 'healthy', 'felizmart', 'legumbr', 'receta', 'verdura', 'saludable']",control,0
user0370,7a08bd988c2b,"['sentadilla', 'split', 'propio', 'cuerpo', 'trabajo', 'pierna', 'glúteo', 'rosy', 'legday', 'gluteday']",control,0
user0371,2ebe05f4c8b0,"['vida', 'droga', 'unico', 'manera', 'dejar él', 'suicidar él', 'ihateme', 'yanopuedo']",anorexia,0
user0372,3e1abcfa1fb9,"['cada', 'vez', 'sentir', 'estomago', 'apreto', 'doler', 'saber', 'avez', 'asusta']",anorexia,0
user0373,08daeeab7276,"['natillo', 'lácteo', 'harina', 'refinado', 'artificial', 'poder', 'cremós', 'aterciopeladapartir', 'arroz', 'integral', 'granomermelado', 'alcalinade', 'curso', 'navideño', 'semana', 'pasado', 'vegar', 'veganfood', 'healthylife', 'organicfood', 'vegan', 'glutenfree', 'healthyeating']",control,0
user0374,471f420b8afd,"['alivio', 'poder', 'despertar', 'ver', 'peso', 'bajo', 'ayer', 'suficiente', 'nunca', 'analimia', 'gordabulimico']",anorexia,0
user0375,b8e14a6d1173,"['7', 'día', '7', 'razón', 'entrenar', 'sábado', 'satisfacción', 'haber él', 'superar', 'mismo', 'precio', 'sigamosadelante', 'nossobran', 'razonesparaestarenformar', 'exito28madrid']",control,0
user0376,c2a2934be5c7,"['mejor', 'obesidadinfantil', 'q', 'motivar', 'niño', 'comer', 'sano', 'priorizar', 'pq', 'comer', 'biensienta', 'bien', 'pegatinasrealfooder', 'punto', '1por', 'cada', 'día', 'superado', 'cole', 'merienda', 'saludable', 'casa', 'gustar']",control,0
user0377,54dcecb276ba,"['fin', 'semana', 'pasado', 'parte', 'equipo', 'anmama', 'cocinar', 'cercedillar', 'curso', 'ensalado', 'col', 'lombardir', 'rabanito', 'nuez', 'wok', 'verdura', 'garbanzos', 'toque', 'comino', 'cayenar', 'hamburguesa', 'mijo', 'tahin', 'realfooding', 'healthyfood', 'comersano']",control,0
user0378,02fb54e9b280,"['600', 'normalmente', 'límitar', '700', '700', 'limitar', '1000', 'ocasión', 'especial', 'si', 'menos', '500', 'mejor', 'proán', 'thinspo']",anorexia,0
user0379,250a932cd6ce,"['bajardepeso', 'cinco', 'ejercicio', 'dar', 'forma', 'volumen', 'pectoral']",control,0
user0380,e9b2dca4fff7,"['laxante', 'mejor', 'vida']",anorexia,0
user0381,3bb22dcb7d3e,"['chicl', 'azúcar', 'distraen']",anorexia,0
user0382,f342fa819791,"['aparecer', 'realfooder', 'sexto', 'querer', 'comer él', 'croqueta', 'ultraprocesado']",control,0
user0383,7ab316173868,"['gordar', 'todo', 'parte', 'brazosgordo', 'gordo', 'brazo', 'dreamskinny']",anorexia,0
user0384,f6bceb455291,"['destrosen', 'cuerpo', 'buscar', 'ser', 'aceptar', 'uds', 'escencia', 'mujer', 'joya', 'precioso']",anorexia,0
user0385,ecaec913ebbf,"['querer', 'poquito', 'dejar', 'comer', 'nadie', 'decir', 'cara', 'pensar', 'mil', 'vez', 'proán', 'donteat']",anorexia,0
user0386,5da789000410,"['lunes', 'casa', 'comer', 'legumbr', 'comenzar', 'semán', 'uno', 'lenteja', 'piel', 'encurtido', 'felizlún', 'receta', 'comidasaludable']",control,0
user0387,40e481da87c1,"['sentir', 'dolor', 'tanto', 'gordo']",anorexia,0
user0388,390128594b3f,"['día', 'volver', 'repetir', 'frio', 'pleno', 'invierno', 'siento', 'corazón', 'lateir', 'tiempo', 'solo', 'tomo', 'agua']",anorexia,0
user0389,2d3696b29ae4,"['sient', 'vergenza', 'probarte', 'vestido', 'rayas', 'nosonsoloespejismos']",anorexia,0
user0390,26db316dd638,"['gordo', 'querer', 'nadie', 'proán', 'thinspo']",anorexia,0
user0391,ca5744994573,"['éxito', 'página', 'án', 'anorexia', 'bulimio']",control,1
user0392,b4df20966d3b,"['segundo', 'día', 'ayuno', 'reto15dia']",anorexia,0
user0393,17e7cfd6710e,"['acordar', 'tennis', 'caminabas', 'prender', 'pues', 'nunca', 'prender', 'pesar', 'thinspiration']",anorexia,0
user0394,9b6eff4adeb4,"['recién', 'levanto', 'siesta', 'verdad', 'valer', 'pena', 'hambre', 'así', 'pasé', 'rato', 'largo', 'tragar', 'ana', 'mia', 'anorexia', 'bulimia', 'proán', 'promia', 'ed', 'tca']",anorexia,1
user0395,daa6c40baa9e,"['dos', 'dia', 'rompí', 'dietar', 'manera', 'hermoso', 'ahora', 'sentir', 'fatal', 'tragado', 'quitar', 'jajaja']",anorexia,0
user0396,f2f5c2ba72dd,"['poder', 'seguir', 'morir', 'lentamente', 'anorexia', 'bulimio']",anorexia,1
user0397,766612d68655,"['alguno', 'consejo', 'um', 'abdomen', 'plano', 'instachilir', 'instalike', 'deporte']",anorexia,0
user0398,5fefc1270724,"['abuela', 'haciéndome', 'intriguir', 'día', 'ir', 'mandar', 'llamar', 'doctor', 'd']",anorexia,0
user0399,8e855a7dc3b7,"['hacer', '4', 'año', 'abandonar', 'porfin', 'hoy', 'empecir', 'cero', 'ser', 'princesa', 'muchoperopor', 'empezar']",anorexia,0
user0400,b211cf2fcd4f,"['saber', 'fallaste', 'comido']",anorexia,0
user0401,85d894fad197,"['si', 'iseír', 'fila', 'dar', 'asco', 'seriar', 'primero', 'fila', 'familio', 'segundo', 'malditavida']",anorexia,0
user0402,73bcdc514981,"['aliento', 'estómago', 'vacío', 'proán', 'anorexia']",anorexia,1
user0403,d7bc15e98da5,"['jajaja', 'consecuencias', 'ser', 'humano', 'siempre', 'hacer', 'cosa', 'saber', 'vendra', 'ush', 'recuperar yo', 'ps']",anorexia,0
user0404,34dec7293d7a,"['mejorar', 'pacir', 'medio', 'minuto', 'excelente', 'workout', 'fit', 'saludable', 'salud', 'runner', 'running', 'correr', 'health', 'panamarunners', 'boldrunners', 'panama']",control,0
user0405,1ffd75f6b2d0,"['ideal', 'belleza', 'transmitir', 'delgadez', 'infrapeso', 'anorexia', 'bulimio', 'belleza']",anorexia,1
user0406,bcc6c6fda581,"['vivido', 'alguno', 'vez', 'sensacion', 'd', 'despertar', 'manán', 'sentirte', 'triste', 'cansada', 'saber', 'q', 'deber', 'sobrevivir', 'dia', 'mas']",anorexia,0
user0407,ab574f83739c,"['comer', 'bueno', 'princesa']",anorexia,0
user0408,a186173a8f83,"['amputándome', 'pierna', 'poder', 'alcanzar', 'peso', 'ideal']",anorexia,0
user0409,50f1a9cf0b54,"['desayuno', 'comida', 'preferido', 'día', 'ir', 'coger', 'fuerza', 'aguacatar', 'tomate', 'aceite', 'coffee', 'cafe', 'rawfood', 'raw', 'nutriciondeportivo', 'healthyfood', 'nutrition', 'nutricion', 'nutritionist', 'breakfast', 'desayuno', 'delicious', 'lomejordeldia', 'yummy']",control,0
user0410,7891f70854e2,"['buena', 'noche', 'horar', 'cenar', 'dieto']",control,0
user0411,6213c340e0bb,"['piscina', 'bañar', 'quitar', 'ropa', 'inseguro', 'testimonio', 'anorexia', 'bulimio']",anorexia,1
user0412,b6784157688a,"['hoy', 'parecer', 'sacrificio', 'mañana', 'mayor', 'logro', 'vida', 'rinda', 'frase', 'frasesanaymio']",anorexia,0
user0413,d0db50056ee5,"['ser', 'princesa', 'costar']",anorexia,0
user0414,985f2f49271e,"['hueso', 'gustar', 'proán', 'thinspo']",anorexia,0
user0415,7594a3cf1ffc,"['anchoas', 'casera', 'desayuno', 'rico', 'omegar', '3', 'lowcarbdiet', 'alimentacionsaludable', 'adelgazar', 'dieto', 'realfooding']",control,0
user0416,d480d0ae66c4,"['hambrir', 'sueño', 'si', 'mejor', 'muero', 'comer', 'poder', 'dio', 'si', 'gracias', 'ana', 'mia', 'bulimia', 'anorexia', 'proán', 'promia']",anorexia,1
user0417,ad2e2dd931ce,"['intent', 'solo', 'hazloanorexia', 'bulimio']",anorexia,0
user0418,2ba34a50552a,"['nunca', 'des', 'vencido', 'gracias', 'revista', 'runnin ', 'excelente', 'frase', 'nunca', 'dej', 'correr', 'si', 'poder', 'runningteamsuperacion', 'salud', 'healthylifestyle', 'healthyfood', 'ejercicios', 'motivation', 'yoelegicorrer', 'runningteamsuperacion']",control,0
user0419,586aed74c733,"['sociedad', 'aplaudar', 'cultura', 'delgadez', 'insistir', 'verano', 'anorexia', 'bulimio']",anorexia,1
user0420,1bc52dfa22c0,"['comenzar', 'proyecto', 'alimentación', 'realfooding', 'acir', 'querer', 'aprender', 'comer']",control,0
user0421,0d714ae50feb,"['fitness', 'propósito', 'compra', 'boleto', 'unete', 'vision', 'fundación', 'cathy', 'salguero', 'sanar', 'vida', 'niño', 'fundacion', 'niño', 'colombia']",control,0
user0422,b3abad8f2f9d,"['así', 'probado', 'hoy', 'distinto', 'aceite', 'nuestrosa', 'alumnosa', 'comedor', 'dejado', 'trocito', 'pan', 'mojar', 'plato', 'sodexo', 'dietamediterráneo', 'megustaelcampohermoso', 'ceip', 'campohermoso', 'at', 'ceip', 'campohermoso']",control,0
user0423,7a088fcb499d,"['festivo', 'día', 'poder', 'entrenar', 'irte', 'pasear', 'incluso', 'senderismo', 'acompañado', 'ser', 'posible', 'comida', 'saludable', 'excusa', 'si', 'oportunidad', 'sevillahoy', 'salud', 'saludybienestar', 'saludable', 'nutrición', 'fitnessaddict', 'fitnesslife']",control,0
user0424,c7c3ba0e010c,"['hoy', 'ser', 'día', 'asqueroso', 'amiga', 'pasar', 'creer', 'criticar', 'encima', 'ver', 'mas', 'gordo', 'aagg', 'ayudaar']",anorexia,0
user0425,19c429cd060d,"['querer', 'ser', 'delgado', 'encantador', 'etc', 'thinspo', 'ana']",anorexia,0
user0426,6c983fc37e23,"['decir', 'superar', 'excusa', 'fortalecer', 'voluntad', 'si', 'objetivo', 'convierta', 'enemigo', 'ir', 'él', 'backtohuman', 'health', 'fit', 'naturaleza', 'crossfit', 'addict', 'entrenamiento', 'workout', 'cardio']",control,0
user0427,26bf6646a94a,"['4', 'día', 'menos', '1000', 'caloría', 'diario']",anorexia,0
user0428,33354b830c47,"['llevar', '26', 'hora', 'ayuno', 'thinspo']",anorexia,0
user0429,84975fec41cf,"['segundo', 'día', 'ayuno', 'completado']",anorexia,0
user0430,43f10e61b926,"['bajardepeso', 'orégano', 'propiedad', 'beneficio', 'uso', 'cocín']",control,0
user0431,9fefaa822e19,"['prueba', 'pizzacarbonar', 'salso', 'carbonara', 'mozzarella', 'cebollo', 'fresco', 'bacon', 'champiñón', 'extra', 'mozzarella', 'mmm', 'valdemoro', 'pizzaday', 'pizzatime', 'pizza', 'food', 'foodie', 'foodieaddicts', 'pizzerio', 'pizzaadomicilio', 'carbonar', 'pizzeriacarlosvaldemoro']",control,0
user0432,2079fcb3af18,"['desayuno', 'hoy', 'yogur', 'griego', 'natural', 'kiwi', 'galleta', 'cacao', 'avén']",control,0
user0433,5e3627f69850,"['mollejo', 'plancha', 'bajar', 'panzar', 'acelerar', 'reducción', 'grasa', 'mira', 'video', 'completo', 'adelgazar', 'alimentacionsán', 'cocinasaludable', 'comerbien', 'comersano', 'comidafitness', 'comidasaludable', 'comidasana', 'dietasán', 'paleodiet', 'proteín']",control,0
user0434,323ca8a500d3,"['gym', 'llegar', 'perfeccion', 'misamiga']",anorexia,0
user0435,3b9bdcac4e90,"['hacer', 'punto', 'ayuno', 'thinspo']",anorexia,0
user0436,ac040d24dc61,"['vez', 'caes', 'brazo', 'án', 'siempre', 'llevarás', 'contigo', 'clave', 'permitir', 'controlar', 'vida', 'difícil', 'imposible', 'ana', 'mia', 'staystrong', 'keepfighting']",anorexia,0
user0437,60af8d0d9ef0,"['comer', 'vomitar', 'querer', 'comer él', 'probar', 'mes', 'negado', 'anorexiaybulimiar', 'tca']",anorexia,0
user0438,44e5c66e7c9f,"['cuerpo', 'buscar', 'devora', 'proteína', 'cerebro', 'puro', 'proteína', 'comen', 'literalmente', 'cerebro', 'perfección']",control,0
user0439,5426ca623ca7,"['sincero', 'enhorabuena', 'iniciativo', 'según', 'poder', 'saber', 'hoy', '12', 'pm', 'conseguir', 'objetivo', 'español', 'salir', 'matrix', 'comerer', 'comida', 'real', 'mientras', 'sonar', '12', 'campanada', 'poder', 'retirar él', 'tranquilo']",control,0
user0440,18e72d1332e0,"['pesado', 'juro', 'mes', 'volver', 'ser', 'juan', '57', 'kilo', 'volver', 'porfa']",anorexia,0
user0441,764499ff1e24,"['felicidad', 'darte', 'contar', 'tiempo', 'lleva', 'acordartir', 'enfermedad', 'anorexia', 'thinspo']",anorexia,1
user0442,7a0d0d6c9b12,"['quier', 'comida', 'ligero', 'platillo', 'ideal', 'disfruta', 'deliciós', 'ensalado', 'solo', 'parcela', '70', 'conocer', 'menú', 'comidagourmet', 'restaurant', 'restaurante', 'restaurantemexicano']",control,0
user0443,4a0848b5375d,"['deber', 'tener', 'cara', 'ultraprocesado', 'echado', 'grupo', 'fb', 'realfood', 'intentado', 'publicar', 'enlace', 'app', 'ver', 'aceptar', 'pedido', 'explicación', 'lugar', 'recibido', 'expulsión', 'grupo', 'ing']",control,0
user0444,6c951b19172c,"['creer', 'sufrir', 'saber', 'tratar', 'tanto', 'sencillo', 'parecer']",anorexia,0
user0445,e93a19c447f1,"['hambre', 'poder', 'refrudar', 'ahora']",anorexia,0
user0446,8e059f030535,"['sentir', 'mal', 'nuevo', 'siento', 'cada', 'día', 'gordo', 'paro', 'comer', 'mejoresamiga']",anorexia,0
user0447,3abeaba1dcff,"['comí', 'demasiado', 'enséñenmar', 'vomitar']",anorexia,0
user0448,940ca30a1733,"['solo', 'quieres', 'cuerpo', 'bonito', 'mirar', 'ojo', 'reconocer', 'tipo', 'sad', 'cat', 'suicidir']",anorexia,0
user0449,9f24679bc2df,"['todo', 'tca', 'amamo', 'comida', 'odiar', 'desgraciado', 'cuerpo']",anorexia,0
user0450,590b3e4df71f,"['día', 'volver', 'repetir', 'mirar', 'espejo', 'día', 'volver', 'sonreír', 'horrible', 'tormento']",anorexia,0
user0451,926bb5b82331,"['lavense', 'diente', 'dar', 'gana', 'comer', 'aparte', 'puerco', 'mamen', 'tip', 'anatips', 'anamiar']",anorexia,0
user0452,c86984e1aae1,"['inspiración', 'princesa', 'abandonéi', 'án', 'mia', 'thinspo', 'thinspiration', 'poder', 'ser', 'vez', 'ser', 'gordo']",anorexia,0
user0453,9cc97a9c7790,"['rt', 'todavía', 'piensa', 'comer', 'sano', 'aburrido', 'hoy', 'comer', 'deliciós', 'berenjena', 'parmesán', 'ing', 'vidasán', 'habitosaludabl', 'cadiz', 'sindieta', 'perderpeso']",control,0
user0454,33037e5a479e,"['dar él', 'cabeza', 'pared', 'crecer', 'importante', 'aprender', 'seguir', 'mcm', 'wcw', 'fitfam', 'fitspo', 'transformationtuesday', 'quote', 'quotes', 'inspiring']",control,0
user0455,0f056b103eab,"['talla', 'ropa', 'ggordo', 'mme', 'matar', 'ambre', 'bajar', 'chchingado', 'madre', 'entrar']",anorexia,0
user0456,1744de8e4ef9,"['saber', 'cómo', 'ganar', 'adepto']",control,0
user0457,bc175640ffd3,"['querido', 'princess', 'saber', 'fondo', 'querés', 'dejar', 'decir', '30', 'lograr', 'sos', 'fuerte', 'hermoso', 'jesús', 'poder', 'ayudarte']",anorexia,0
user0458,80d9f2050e4d,"['chica', 'bonito', 'comar', 'thinspiration', 'donteat']",anorexia,0
user0459,86d3eb6df4b4,"['di', 'atracón', 'chipar', 'torta', 'ricota', 'suerte', 'mio', 'ayudar', 'ana', 'mia', 'anorexia', 'bulimia', 'proán', 'promia', 'ed', 'tca']",anorexia,1
user0460,a6fa00a839fc,"['sexto', 'día', 'completo', 'día', 'ser', 'tanto', 'duro', 'seguir', 'pie', 'rendir', 'rexybill']",anorexia,0
user0461,d9b53d7fe0de,"['tal', 'ir', 'viernes', 'aquí', 'lujo', 'mirar', 'hamburguesa', 'cerdo', 'arroz', 'basmati', 'tomatir', 'arrozbasmati', 'tomatefrito', 'hamburguesa', 'viernes', 'comidasán']",control,0
user0462,cf0f527a8227,"['macarrón', 'integral', 'queso', 'cebollo', 'huevo', 'tomate', 'atún', 'clásico', 'siempre', 'triunfar', 'pasta', 'macarrón', 'integral', 'queso', 'atún', 'huevo', 'cebollo', 'er', 'sunday', 'domingo', 'simplementemicocín', 'blog', 'blogger', 'enfami']",control,0
user0463,2d21d4ba1cd3,"['yogur', 'griego', 'fresa', 'buena', 'noche', 'peacir', 'fruitlover', 'fruit', 'ensaladadefruta', 'mágio', 'instamagic', 'postrar', 'er', 'postresaludable', 'instafood', 'instafruit']",control,0
user0464,da929aa345b9,"['quisiera', 'subí', 'nuevo', 'pinches', '5', 'kilo', 'baje', 'hacer', 'semana', 'necesitar']",anorexia,0
user0465,28beaa8d571e,"['cero', 'comida', 'puro', 'líquido']",anorexia,0
user0466,ac80b7898466,"['hombro', 'sufrar', 'nada', 'seguir', 'serie', 'parámetro', 'rotación', 'cuerpo', 'importante', 'facilitar', 'postura', 'necesidad', 'hacer', 'movimiento', 'rígido', 'conducir', 'lesión', 'ejercicio', 'natacion', 'tip']",control,0
user0467,6b4e420fd2e1,"['odio', 'vida', 'dar', 'asco', 'thinspiration', 'thinspo', 'án']",anorexia,0
user0468,9d210e98c131,"['tú', 'saber', 'llevar', '2', 'hora', 'tratar', 'd', 'comer', 'comida', 'ir', 'mitad', 'jartar', 'cuántos', 'libra', 'rebajé', 'pa', 'saber', 'si', 'poder', 'usar', 'hashtag', 'fit']",control,0
user0469,a400815f5779,"['si', 'quier', 'ser', 'perfecto', 'comar', 'equilibrado', 'forma', 'ser', 'vuelve', 'imperfecto', 'idioto']",anorexia,0
user0470,8593760ac6f3,"['desinformación', 'estético', 'ir', 'allá', 'seguir', 'ser', 'tendencia', 'objetivo', 'enfermizar', 'tca', 'psicologia', 'barcelona']",control,0
user0471,2ca6996d59cf,"['listar', 'iniciar', 'dia', 'xd', 'ok', 'faltar', 'ir', 'co él', '3', 'volver', 'cinta', 'vientre', 'plano', 'ir']",anorexia,0
user0472,085cce5abc29,"['jajajaja', 'club', 'cuerpodepelotar']",anorexia,0
user0473,bca2bc701a4c,"['conclusión', 'si', 'objetivo', 'salud', 'cercano', '100', 'si', 'aumento', 'constante', 'hipertrofiar', 'contar', 'caloría', 'introducirestratégicamente', 'ultraprocesado', 'discrepar', '1', 'solo', 'creer', 'cuerpo', 'fofisano', 'gimnasio', 'enformar']",control,0
user0474,b5b0ddccb700,"['garbanzo', 'salteado', 'champiñón', 'huevo', 'rápido', 'sencillo', 'er', 'ing']",control,0
user0475,ef7ac58013d0,"['favor', 'omitar', 'ojera', 'addict', 'legday', 'fitgirl', 'girl', 'fitlife', 'gym', 'gimnasio', 'pierna', 'abs']",control,0
